Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
SUN-2451672,2023-09-09,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Online Order
SUN-4230031,2023-11-10,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Unknown
SUN-6972356,2023-03-21,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Dine In
SUN-7533107,2023-02-08,Iced Americano,Drinks,DRK-02,3,28000,84000,Cash,Take Away
SUN-2839303,2023-05-09,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Unknown,Dine In
SUN-5482208,2023-04-03,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Cash,Take Away
SUN-5721138,2023-05-21,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Online Order
SUN-9817846,2023-05-28,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Online Order
SUN-1069304,2023-03-28,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
SUN-7363199,2023-12-21,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Dine In
SUN-2780161,2023-01-13,Club Sandwich,Food,FOD-05,2,45000,90000,Unknown,Unknown
SUN-3883254,2023-09-22,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Dine In
SUN-6117186,2023-10-09,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Debit Card,Dine In
SUN-2677880,2023-06-06,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Cash,Unknown
SUN-8168968,2023-12-13,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Cash,Unknown
SUN-4094801,2023-12-29,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Take Away
SUN-6984161,2023-03-24,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Cash,Take Away
SUN-4483388,2023-03-14,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Take Away
SUN-6433752,2023-03-01,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Cash,Take Away
SUN-8740912,2023-02-08,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Cash,Unknown
SUN-2722429,2023-05-07,Cafe Latte,Drinks,DRK-03,4,32000,128000,Unknown,Dine In
SUN-4166431,2023-03-22,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Dine In
SUN-2278636,2023-01-31,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Dine In
SUN-8060811,2023-07-16,New York Cheesecake,Dessert,DST-03,1,42000,42000,Cash,Dine In
SUN-8843831,2023-08-26,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Dine In
SUN-4951923,2023-10-27,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Digital Wallet,Dine In
SUN-5952994,2023-05-15,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Unknown,Unknown
SUN-5518256,2023-04-12,Club Sandwich,Food,FOD-05,1,45000,45000,Debit Card,Online Order
SUN-8068725,2023-07-25,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Take Away
SUN-7236792,2023-07-09,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Digital Wallet,Online Order
SUN-3059618,2023-11-27,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Digital Wallet,Online Order
SUN-4490274,2023-07-05,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Online Order
SUN-7667216,2023-11-11,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine In
SUN-2869053,2023-02-01,Cafe Latte,Drinks,DRK-03,4,32000,128000,Unknown,Dine In
SUN-6774194,2023-12-03,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Dine In
SUN-7761990,2023-05-29,New York Cheesecake,Dessert,DST-03,3,42000,126000,Cash,Dine In
SUN-1774789,2023-12-08,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Dine In
SUN-4088409,2023-02-13,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Online Order
SUN-6280388,2023-08-04,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Cash,Dine In
SUN-8797549,2023-07-21,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Cash,Dine In
SUN-8556687,2023-07-03,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Cash,Take Away
SUN-8808309,2023-03-31,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Online Order
SUN-6889023,2023-01-14,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Take Away
SUN-5913336,2023-02-19,Club Sandwich,Food,FOD-05,3,45000,135000,Unknown,Online Order
SUN-3113163,2023-02-07,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Digital Wallet,Dine In
SUN-3553110,2023-08-06,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
SUN-3796924,2023-07-11,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Digital Wallet,Dine In
SUN-4516970,2023-05-30,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
SUN-4809006,2023-11-09,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Take Away
SUN-9982022,2023-05-18,Club Sandwich,Food,FOD-05,3,45000,135000,Cash,Dine In
SUN-4679047,2023-06-07,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Unknown,Online Order
SUN-7970920,2023-01-21,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Take Away
SUN-4693310,2023-01-02,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Unknown
SUN-5121168,2023-12-12,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Dine In
SUN-5397504,2023-03-19,Espreso Single,Drinks,DRK-01,1,22000,22000,Cash,Unknown
SUN-6307329,2023-03-08,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Debit Card,Unknown
SUN-5715691,2023-10-05,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Unknown,Take Away
SUN-1876281,2023-11-01,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Take Away
SUN-1897229,2023-02-27,Club Sandwich,Food,FOD-05,2,45000,90000,Digital Wallet,Online Order
SUN-3078987,2023-07-20,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Cash,Take Away
SUN-4513626,2023-03-14,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Online Order
SUN-6649617,2023-08-01,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Unknown,Unknown
SUN-3934314,2023-04-15,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Online Order
SUN-5004386,2023-04-30,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Unknown
SUN-7078306,2023-08-11,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Unknown,Online Order
SUN-4763803,2023-12-07,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Cash,Take Away
SUN-6620903,2023-11-02,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Unknown,Online Order
SUN-5255113,2023-01-06,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
SUN-4705664,,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Dine In
SUN-7124946,2023-11-23,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Take Away
SUN-4463692,2023-08-07,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Unknown,Unknown
SUN-6460717,2023-04-15,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Dine In
SUN-2193425,2023-07-13,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
SUN-5739781,2023-12-23,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine In
SUN-7529558,2023-06-12,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Dine In
SUN-1391075,2023-01-11,New York Cheesecake,Dessert,DST-03,1,42000,42000,Unknown,Dine In
SUN-8539016,2023-07-31,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Dine In
SUN-8882800,2023-10-24,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine In
SUN-2121850,2023-10-25,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Online Order
SUN-9210562,2023-09-15,Cafe Latte,Drinks,DRK-03,2,32000,64000,Unknown,Dine In
SUN-6519720,2023-03-21,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Take Away
SUN-6294405,2023-06-25,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Online Order
SUN-8891046,2023-07-01,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Online Order
SUN-3415955,2023-09-23,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Dine In
SUN-1859339,2023-02-05,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Unknown,Online Order
SUN-5421945,2023-02-06,Espreso Single,Drinks,DRK-01,2,22000,44000,Debit Card,Dine In
SUN-3633467,2023-07-07,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Unknown,Online Order
SUN-8564617,2023-01-26,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Digital Wallet,Dine In
SUN-9394611,2023-10-16,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Debit Card,Online Order
SUN-3473402,2023-06-24,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Take Away
SUN-1039465,2023-12-31,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine In
SUN-9341271,2023-03-26,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Dine In
SUN-3419007,2023-06-23,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Cash,Take Away
SUN-4673439,2023-11-21,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Unknown
SUN-3671025,2023-04-19,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Take Away
SUN-3603105,2023-04-01,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Unknown
SUN-5308734,2023-07-31,Nasi Goreng Kampung,Food,FOD-03,2,38000,76000,Debit Card,Online Order
SUN-4222315,2023-08-19,Cafe Latte,Drinks,DRK-03,1,32000,32000,Debit Card,Online Order
SUN-8341744,2023-05-16,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Digital Wallet,Online Order
SUN-7094782,2023-10-28,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Debit Card,Dine In
SUN-3980704,2023-02-12,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Debit Card,Dine In
SUN-1595833,2023-09-02,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Cash,Take Away
SUN-2811222,2023-07-11,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Unknown,Take Away
SUN-9062827,2023-12-08,New York Cheesecake,Dessert,DST-03,4,42000,168000,Cash,Dine In
SUN-6325532,2023-10-19,Cafe Latte,Drinks,DRK-03,4,32000,128000,Debit Card,Online Order
SUN-7183228,2023-11-03,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Dine In
SUN-6263136,2023-11-22,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Dine In
SUN-2660753,2023-01-10,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Cash,Unknown
SUN-2414142,2023-12-24,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Online Order
SUN-9027437,2023-02-10,Espreso Single,Drinks,DRK-01,2,22000,44000,Unknown,Online Order
SUN-3323355,2023-05-15,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Take Away
SUN-5113319,2023-04-03,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
SUN-5880975,2023-04-02,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Digital Wallet,Online Order
SUN-9447476,2023-02-06,Club Sandwich,Food,FOD-05,2,45000,90000,Debit Card,Online Order
SUN-4811684,2023-02-10,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Unknown
SUN-4236151,2023-04-10,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Dine In
SUN-7237403,2023-06-09,Caramel Machiato,Drinks,DRK-04,2,38000,76000,Debit Card,Online Order
SUN-5036935,2023-03-31,Club Sandwich,Food,FOD-05,4,45000,180000,Cash,Take Away
SUN-6672869,2023-10-22,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Dine In
SUN-6153497,2023-01-09,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Unknown
SUN-5885450,2023-03-27,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Cash,Take Away
SUN-7013762,2023-12-21,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Dine In
SUN-1618007,2023-11-07,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
SUN-7238268,2023-11-19,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Unknown,Online Order
SUN-5287202,2023-09-17,Espreso Single,Drinks,DRK-01,4,22000,88000,Unknown,Online Order
SUN-7181226,2023-07-11,Fudgy Brownies,Dessert,DST-02,2,25000,50000,Unknown,Unknown
SUN-2079404,2023-03-15,Club Sandwich,Food,FOD-05,2,45000,90000,Cash,Take Away
SUN-8784657,2023-10-20,Club Sandwich,Food,FOD-05,3,45000,135000,Debit Card,Dine In
SUN-5478819,2023-08-19,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Digital Wallet,Online Order
SUN-1021954,2023-11-20,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Online Order
SUN-5687151,2023-10-27,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Dine In
SUN-4774592,2023-11-24,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Dine In
SUN-2011266,2023-12-07,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Online Order
SUN-5106537,2023-01-02,Espreso Single,Drinks,DRK-01,4,22000,88000,Cash,Take Away
SUN-8248469,2023-03-01,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine In
SUN-9978075,2023-07-26,Espreso Single,Drinks,DRK-01,4,22000,88000,Digital Wallet,Online Order
SUN-4238412,2023-10-28,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Debit Card,Dine In
SUN-2640321,2023-11-14,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Digital Wallet,Online Order
SUN-7055599,2023-10-11,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Take Away
SUN-1948783,2023-11-19,Cafe Latte,Drinks,DRK-03,2,32000,64000,Unknown,Unknown
SUN-9294641,2023-03-30,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
SUN-2882860,2023-10-30,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Digital Wallet,Take Away
SUN-4502717,2023-04-18,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Cash,Dine In
SUN-5096476,2023-01-18,New York Cheesecake,Dessert,DST-03,3,42000,126000,Debit Card,Take Away
SUN-2484441,2023-12-16,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Unknown
SUN-7212822,2023-07-26,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Cash,Dine In
SUN-7571440,2023-05-13,Club Sandwich,Food,FOD-05,3,45000,135000,Digital Wallet,Online Order
SUN-7346469,2023-05-18,Grill Chicken Caesar Salad,Food,FOD-04,,42000,,Debit Card,Take Away
SUN-1104215,2023-04-16,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Unknown,Take Away
SUN-6303730,2023-09-28,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Unknown
SUN-7786848,2023-09-20,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,Take Away
SUN-7909908,2023-05-15,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Take Away
SUN-5239850,2023-02-18,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Online Order
SUN-5656381,2023-04-28,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Take Away
SUN-1943535,2023-06-26,Club Sandwich,Food,FOD-05,1,45000,45000,Unknown,Take Away
SUN-5167195,2023-10-21,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Debit Card,Take Away
SUN-8354994,2023-05-11,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Online Order
SUN-6656723,2023-06-30,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Digital Wallet,Unknown
SUN-5409856,2023-07-18,Iced Americano,Drinks,DRK-02,1,28000,28000,Unknown,Take Away
SUN-8345613,2023-02-23,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Online Order
SUN-4294178,2023-08-09,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Cash,Unknown
SUN-3170166,2023-06-06,Iced Americano,Drinks,DRK-02,2,28000,56000,Unknown,Dine In
SUN-7170589,2023-08-22,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Unknown
SUN-8590144,2023-09-28,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
SUN-7676467,2023-06-07,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Dine In
SUN-4530677,2023-05-12,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Unknown,Online Order
SUN-4735698,2023-11-20,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Online Order
SUN-6681366,2023-10-02,Cafe Latte,Drinks,DRK-03,3,32000,96000,Unknown,Online Order
SUN-2612539,2023-11-02,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Dine In
SUN-4012992,2023-09-22,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Digital Wallet,Take Away
SUN-9984679,2023-12-07,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Debit Card,Dine In
SUN-1562056,2023-11-15,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Cash,Unknown
SUN-2399608,2023-06-12,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Cash,Dine In
SUN-7720587,2023-12-09,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Digital Wallet,Online Order
SUN-2208867,2023-09-24,New York Cheesecake,Dessert,DST-03,4,42000,168000,Digital Wallet,Dine In
SUN-3662561,2023-10-09,Cafe Latte,Drinks,DRK-03,1,32000,32000,Unknown,Take Away
SUN-9019287,2023-06-07,Club Sandwich,Food,FOD-05,4,45000,180000,Debit Card,Dine In
SUN-8962984,2023-05-26,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Cash,Take Away
SUN-4166992,2023-04-12,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Cash,Dine In
SUN-6116755,2023-01-28,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Debit Card,Take Away
SUN-7107911,2023-08-26,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Cash,Take Away
SUN-7522052,2023-12-11,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Take Away
SUN-2760644,2023-12-12,Club Sandwich,Food,FOD-05,3,45000,135000,Unknown,Unknown
SUN-9120134,2023-05-28,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Take Away
SUN-7972110,2023-10-21,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
SUN-9711647,2023-09-09,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Unknown,Unknown
SUN-3179749,2023-04-15,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Online Order
SUN-1896934,2023-08-08,Cafe Latte,Drinks,DRK-03,1,32000,32000,Unknown,Take Away
SUN-4689390,2023-03-25,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Take Away
SUN-1198637,2023-11-29,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Debit Card,Take Away
SUN-5577099,2023-10-09,Club Sandwich,Food,FOD-05,1,45000,45000,Cash,Unknown
SUN-8944354,2023-08-29,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Take Away
SUN-4674391,2023-09-15,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Online Order
SUN-1767518,2023-12-07,Fudgy Brownies,Dessert,DST-02,,25000,,Unknown,Online Order
SUN-5636990,2023-11-12,Club Sandwich,Food,FOD-05,4,45000,180000,Digital Wallet,Take Away
SUN-2655643,2023-06-17,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Take Away
SUN-9460969,2023-02-23,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Online Order
SUN-2710304,2023-12-02,New York Cheesecake,Dessert,DST-03,2,42000,84000,Debit Card,Online Order
SUN-4045635,2023-11-11,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Debit Card,Take Away
SUN-8533260,2023-08-03,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Online Order
SUN-6208592,2023-06-07,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Unknown,Dine In
SUN-9254205,2023-03-17,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Debit Card,Unknown
SUN-7007427,2023-04-10,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Digital Wallet,Take Away
SUN-7729151,2023-12-07,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Debit Card,Online Order
SUN-4856943,2023-05-06,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Digital Wallet,Online Order
SUN-9926293,2023-03-08,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Cash,Dine In
SUN-5763656,2023-12-29,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Online Order
SUN-2897417,2023-11-19,Cafe Latte,Drinks,DRK-03,4,32000,128000,Cash,Unknown
SUN-6938960,2023-12-15,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Unknown
SUN-8957722,2023-07-23,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Cash,Dine In
SUN-4795668,2023-01-31,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Dine In
SUN-7964080,2023-12-03,New York Cheesecake,Dessert,DST-03,,42000,,Cash,Unknown
SUN-2153307,2023-04-26,Cafe Latte,Drinks,DRK-03,3,32000,96000,Cash,Take Away
SUN-1545823,2023-10-15,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Unknown,Online Order
SUN-7067397,2023-09-20,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Digital Wallet,Dine In
SUN-1283630,2023-12-26,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Cash,Dine In
SUN-4300488,2023-01-13,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Take Away
SUN-9160184,2023-12-17,Club Sandwich,Food,FOD-05,2,45000,90000,Unknown,Take Away
SUN-7636731,2023-01-14,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Online Order
SUN-3846090,2023-02-26,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Cash,Unknown
SUN-9305910,2023-01-17,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Digital Wallet,Dine In
SUN-3013827,2023-03-23,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Online Order
SUN-3808365,2023-11-13,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Debit Card,Online Order
SUN-9882493,2023-12-16,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Digital Wallet,Dine In
SUN-6081444,2023-05-02,Cafe Latte,Drinks,DRK-03,4,32000,128000,Digital Wallet,Online Order
SUN-1165436,2023-09-08,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Cash,Dine In
SUN-9641658,2023-04-27,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Cash,Take Away
SUN-2937331,2023-11-23,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Dine In
SUN-9344634,2023-10-17,Club Sandwich,Food,FOD-05,3,45000,135000,Debit Card,Dine In
SUN-9603868,2023-07-02,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Take Away
SUN-2566044,2023-04-27,Club Sandwich,Food,FOD-05,1,45000,45000,Cash,Dine In
SUN-8919406,2023-02-20,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Unknown
SUN-5294520,2023-09-27,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Online Order
SUN-1106346,2023-07-29,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,84000,Debit Card,Take Away
SUN-7038457,2023-05-15,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Unknown,Unknown
SUN-3193691,2023-11-22,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Unknown,Dine In
SUN-9506291,2023-04-19,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Unknown
SUN-6057468,2023-01-16,New York Cheesecake,Dessert,DST-03,1,42000,42000,Debit Card,Unknown
SUN-1400134,2023-05-22,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Digital Wallet,Online Order
SUN-5841003,2023-07-04,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Unknown,Unknown
SUN-3257565,2023-03-03,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Take Away
SUN-1804814,2023-03-24,Cafe Latte,Drinks,DRK-03,3,32000,96000,Debit Card,Take Away
SUN-8083173,2023-01-28,Fudgy Brownies,Dessert,DST-02,4,25000,100000,Digital Wallet,Take Away
SUN-1195355,2023-12-17,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Take Away
SUN-8505868,2023-11-14,Espreso Single,Drinks,DRK-01,3,22000,66000,Unknown,Online Order
SUN-5406951,2023-06-27,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Cash,Dine In
SUN-8109772,2023-11-13,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Cash,Dine In
SUN-1501187,2023-11-24,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Cash,Take Away
SUN-4890382,2023-06-18,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Unknown,Online Order
SUN-2819795,2023-10-31,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Unknown
SUN-8448573,2023-09-09,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Dine In
SUN-1747318,2023-10-03,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Unknown
SUN-7587990,2023-11-11,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Online Order
SUN-5269207,2023-04-07,Iced Americano,Drinks,DRK-02,,28000,,Unknown,Dine In
SUN-1041365,2023-05-23,Cafe Latte,Drinks,DRK-03,3,32000,96000,Cash,Take Away
SUN-3003787,2023-07-18,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Dine In
